RotaID,Origem,Destino,Distancia,TempoEstimado,RestricoesTrafego
365,North Paultown,Port Kevinmouth,365.14,05:00:00,Fear without make front truth administration.
366,Petertown,West Tiffanyton,395.23,04:00:00,Represent fine seem senior make where.
367,Lake Dennis,North Rebeccahaven,296.44,04:00:00,Deal late peace than ahead result.
368,Lake Markchester,Ericastad,248.34,05:00:00,Mind gun Congress sister center room something.
369,Monicaville,South Laurenburgh,276.76,03:00:00,Source respond eye development.
370,South Markton,Brittanyburgh,814.67,04:00:00,Voice Mr site some any.
371,South Danabury,Port Brandonton,760.95,04:00:00,Hit good career sign.
372,Branditown,Port Jorgechester,988.8,05:00:00,Whom hundred fast week exist often policy.
373,West Richard,Lake Julie,429.12,03:00:00,Right better team like test.
374,Port Donald,North Christopherstad,198.87,05:00:00,Kind development nation result bill heart dream.
375,Joshuastad,Shawchester,961.73,04:00:00,Hot huge run police.
376,Port Sarahstad,North Steven,705.07,01:00:00,Successful democratic writer little shoulder.
377,Patriciaborough,West Vicki,439.15,04:00:00,Information attention two or cultural dark almost.
378,Patrickville,Nathanmouth,931.56,04:00:00,Our commercial budget ability.
379,West Kristy,Jadestad,380.71,05:00:00,Sit company behind president guy.
380,South Colleenchester,Sanchezville,934.15,05:00:00,City hand appear clearly man country wrong.
381,Lake Cheyennetown,North Eric,396.19,03:00:00,Page young better our leader.
382,Hernandezberg,Lake Jeremy,296.5,02:00:00,Actually television within public.
383,Port Jennifer,West Joshua,505.86,01:00:00,Something personal war treat clear.
384,Nancyview,Mariahview,631.17,01:00:00,Budget final over inside at already.
385,Bakerport,Carpenterhaven,439.7,01:00:00,Factor improve Republican hot college process tree director.
386,New Alicia,Gilbertburgh,915.88,02:00:00,Serious song memory and former real.
387,West Nicholehaven,Hillville,393.69,03:00:00,Party itself his own.
388,Gillbury,Jonestown,633.8,03:00:00,Car realize staff instead.
389,Clayport,North Raymondland,863.15,03:00:00,Particularly study thought most set.
390,East Rachel,Mcclureport,414.04,03:00:00,Nation almost catch into guy size difficult.
391,West Linda,Ryanmouth,624.59,05:00:00,Accept well receive.
392,Troyberg,Port Tim,974.37,03:00:00,Situation home can military final seek almost.
393,Lake Emily,Lake Beverly,483.09,02:00:00,Appear management detail involve design itself word.
394,South Brandonborough,Mitchellchester,899.88,01:00:00,Institution much final about impact join.
395,Hicksmouth,New Bethany,298.07,04:00:00,Mouth marriage important civil stage various probably.
396,Bullockland,North Peterville,985.69,02:00:00,Some war must especially.
397,East Bradshire,Jamestown,216.35,03:00:00,Technology rather assume situation issue.
398,East Jeffreyhaven,Port Frank,803.49,05:00:00,Our sort important either smile military answer.
399,Shawnafurt,Hoffmanview,581.04,02:00:00,Only still another defense resource enjoy.
400,Lake Meganville,New David,800.02,02:00:00,Door year far character.
401,Shawland,North Susanville,415.83,04:00:00,Message long past amount bed size close.
402,Johnnyborough,Port Deborah,945.86,04:00:00,Happy plant education theory television score.
403,North Jerry,North Gina,964.7,02:00:00,Perhaps somebody heart reduce senior should remain.
404,North Josephton,North Rebecca,422.9,02:00:00,Decide scientist season place president school someone both.
405,Rushville,West Erinside,590.07,02:00:00,Senior too brother expect know.
406,New Tyler,Bryantfort,532.29,05:00:00,Whole thousand play unit.
407,Stacyland,Sanchezborough,942.5,03:00:00,Suggest two although.
408,Benjamintown,Shelleyton,926.54,01:00:00,Drive require choice newspaper.
409,New Aliciafort,Katherinechester,203.69,01:00:00,Unit produce sure third mind.
410,Jenniferbury,West Jasonshire,748.78,01:00:00,This mean return floor wife.
411,North Caroline,Kingfort,952.48,05:00:00,Report many less television.
412,Duranland,Davischester,368.25,01:00:00,Right situation environmental season.
413,Leeside,Williamville,635.45,05:00:00,Necessary machine than.
414,South Justin,Masseyfort,443.88,05:00:00,Popular key difficult decade environmental staff.
415,Port Codyfurt,Port Christophertown,685.9,04:00:00,Interest price summer yourself worry former writer.
416,Port Casey,Daltonside,125.54,03:00:00,Standard poor condition Mr test security.
417,West Tracichester,West Christine,594.75,01:00:00,Over feel stand.
418,Rhondahaven,North Elizabethfort,381.43,03:00:00,Rock center media real.
419,Andradeside,North Laurenland,255.17,04:00:00,Between cause time parent economic page.
420,Judyberg,Velazquezfort,448.27,03:00:00,Operation evidence identify when voice front hard.
421,Port Amandafurt,Leefurt,166.19,03:00:00,Table wear develop north.
422,Jeffview,Miguelside,597.29,05:00:00,Term statement box walk simple.
423,North Misty,New Charles,897.21,03:00:00,Firm old good score involve.
424,West Deniseside,New Coreyport,623.69,03:00:00,Feeling something point sense operation worry fill.
425,Port Nicholas,Johnsonfort,513.15,04:00:00,Walk total major peace fill production.
426,East Nancy,North Laura,810.17,02:00:00,Different class boy general itself.
427,Claybury,Leeport,767.35,02:00:00,Same whole hit data head serve.
428,Crawfordbury,South Stevenside,653.37,03:00:00,Put choose agency.
429,South Ricardo,Lake Shelley,186.28,02:00:00,Nor compare time of.
430,Lake Michael,Lake Derekborough,524.02,04:00:00,Visit community no system hit firm into.
431,Millschester,Timothystad,589.98,03:00:00,Prove work send cover.
432,South Stephanie,Williamsfort,897.15,03:00:00,Soon agent agreement middle couple look reach.
433,Carmenton,Melissaton,345.41,04:00:00,Say deal about evidence exactly to pull.
434,Michaelburgh,Williamsburgh,951.95,04:00:00,Catch seven hope public.
435,South Darrenborough,East Mary,889.04,01:00:00,Get develop pay entire tell business.
436,New Amandahaven,Port Jessicaburgh,245.37,05:00:00,Huge cultural everybody.
437,North Johnport,New George,894.37,01:00:00,Street within decision sign bag TV final.
438,North Sharon,Donaldfurt,588.47,03:00:00,Reach personal budget mind official party.
439,New Joshuamouth,Sarahmouth,817.26,04:00:00,Feel goal there Congress second generation piece.
440,Rodriguezstad,South Davidview,578.34,01:00:00,Oil item employee responsibility.
441,Whiteville,East Karaburgh,906.9,04:00:00,Science left manager cold.
442,Meltonport,Friedmanborough,588.47,03:00:00,Suffer near sign.
443,Jonesmouth,East Timothyville,966.24,02:00:00,Manage turn current investment cultural reflect.
444,Ewington,Davisland,605.65,03:00:00,Race cup act happy conference its soon attack.
445,West Trevor,West Johnton,846.64,03:00:00,Poor growth front pick economic newspaper serious.
446,Lake Timothyville,Douglaschester,479.21,05:00:00,Improve next create activity blue.
447,Lake Justin,Thomasside,916.66,01:00:00,Fill blood leader outside.
448,Figueroastad,Colemantown,356.27,01:00:00,East could put first second.
449,North Antoniomouth,New Stephenland,580.58,04:00:00,Official trial heart ball own indicate agree.
450,North Paulview,Lisafort,766.54,05:00:00,Brother east election certainly beautiful nice move.
451,West Chelseaville,Lake Susan,865.56,02:00:00,Lot check guy article.
452,Kellyland,Port Melanie,430.18,04:00:00,Food country need sing manager he partner visit.
453,New Randyport,Melissamouth,609.35,01:00:00,Population quite skill technology would spend.
454,Edwardsside,West John,504.19,03:00:00,This total ever amount Mrs situation money.
455,Mcguirehaven,Lewisville,897.99,03:00:00,Turn art beyond over you save enough.
456,Christineland,Tashamouth,280.19,02:00:00,Herself collection guess enough.
457,Jessicachester,Hoberg,659.46,01:00:00,Protect learn interest floor white.
458,Russoborough,East Michaeltown,180.43,04:00:00,Letter responsibility miss thought certain.
459,Jonesborough,Rickside,116.9,05:00:00,Federal probably week community interview cause.
460,Port Ryan,Alexanderview,151.68,01:00:00,Country coach but me question help both.
461,Fishermouth,Suzanneview,221.13,02:00:00,System three none term set Democrat experience.
462,Gloriafurt,Goodwinmouth,733.83,04:00:00,Experience time agree myself including.
463,Goodwinhaven,East Felicialand,546.76,05:00:00,Western all accept compare heavy somebody.
464,Helenhaven,Port Jamie,458.86,05:00:00,Trade center manager fear.
465,Angelaville,Lake Cindy,934.72,05:00:00,Perhaps can brother TV price quickly few order.
466,Rayfurt,Jenniferburgh,783.27,04:00:00,Several enter perhaps adult environment plant.
467,Jamesbury,Port Scottbury,423.77,01:00:00,Thus garden shoulder shake himself human also.
468,Costamouth,Deniseland,497.18,01:00:00,Early especially study class prepare raise.
469,South Nicolehaven,Lake Douglasberg,126.71,04:00:00,War show mouth pay others.
470,North Christinefurt,Evansmouth,252.01,01:00:00,Defense road ahead stock summer.
471,North Ashley,Sanchezbury,904.13,02:00:00,Voice together although factor report.
472,Leeberg,North Gregoryland,811.83,02:00:00,Traditional daughter instead page begin yourself finish long.
473,Annaport,Amyton,485.05,04:00:00,Catch worry quality house box.
474,New Ryanfurt,Lake Haydenfort,243.56,01:00:00,Peace table rather.
475,Port Janet,New Sheenaberg,259.41,03:00:00,Fear expect already serve day forget chance indicate.
476,Keithfurt,New Nancy,308.62,01:00:00,Reason stop name area position plan score.
477,Georgemouth,Jennyland,683.4,04:00:00,Police power hair different second.
478,West Brandonside,New Edward,313.32,01:00:00,All every pick little wind.
479,North Lisa,Victorburgh,662.42,03:00:00,New often three if trouble style.
480,West Seanland,Kingchester,229.67,05:00:00,Hour course seat.
481,Woodsberg,East Lucas,871.7,04:00:00,Even friend however board father main brother throw.
482,Sandovalchester,Tonyastad,671.98,01:00:00,Option professional live law.
483,South Jermaineside,Lake Heatherborough,941.61,05:00:00,Hour surface glass large cup tax.
484,Edwardsmouth,East Rachel,538.32,05:00:00,Total it stand still but medical job Republican.
485,East Jill,New Ryanland,211.91,02:00:00,Ever relationship throw successful.
486,Masseyville,Watsonshire,745.81,02:00:00,Until and reveal bag research accept.
487,Delacruzland,Maldonadoborough,470.83,03:00:00,Nor hand floor economic.
488,South Jennifertown,Brianhaven,989.79,05:00:00,Entire must successful evidence different arm fight information.
489,Parkerberg,Caitlinfort,928.92,05:00:00,Through there people activity window.
490,West Michaelshire,Meganfurt,955.47,02:00:00,Line forget toward hear wear.
491,New Amanda,Jamesfurt,146.45,05:00:00,Challenge box some opportunity capital section probably effort.
492,Arroyoton,Port Scott,597.27,02:00:00,Social focus pay hour.
493,Beckstad,Port Susan,798.6,03:00:00,Require cup during candidate eye allow.
494,Johnstonberg,Mackside,404.11,05:00:00,Still amount head security stand weight any him.
495,Johnsonland,South Kathytown,269.81,03:00:00,Political nothing indicate born.
496,New Anthony,Bryanburgh,146.6,05:00:00,Somebody go amount senior best soon.
497,North Susanport,Lake Angelaborough,818.05,05:00:00,Hope bag gas maintain race billion both past.
498,South Traceymouth,New Angelahaven,478.44,04:00:00,Contain program sometimes view.
499,South Andrew,West Richard,870.99,05:00:00,Huge lose them idea despite stock social present.
500,Port Benjaminburgh,West James,991.36,04:00:00,Discussion sing turn amount.
501,West Jason,West Richard,642.09,01:00:00,Discussion already foot Congress just peace.
502,Torresbury,New Matthew,459.2,05:00:00,Director between specific value under learn senior.
503,Port Deborahfurt,South Joan,539.27,05:00:00,Despite effect worry.
504,East Eric,Port Angelaview,946.72,04:00:00,Travel politics during fly public soon science.
505,North Kathleen,New Karenborough,809.64,05:00:00,Behavior movie possible somebody important.
506,Lake Tinashire,Justinberg,345.64,05:00:00,Media short service fill night body upon.
507,West Eric,East Tonymouth,126.97,03:00:00,Bit fly conference card get mean value.
508,Eduardomouth,South Christopherside,350.64,02:00:00,Recent any thank authority.
509,South Davidfurt,Spencerfort,829.32,04:00:00,Break just street you least most.
510,Debrashire,Lake Joanmouth,393.71,01:00:00,Perhaps war them cost choice chance charge third.
511,Aprilchester,South Richardville,461.53,03:00:00,Four memory just beyond truth.
512,South Amandabury,Tuckerville,829.17,05:00:00,Consider car degree watch protect husband majority.
513,North Stacey,Carrilloton,119.61,05:00:00,Effect hotel region vote drug difference.
514,Victoriaport,Swansonshire,512.75,05:00:00,Owner reduce same most.
515,Port Deannatown,East Justin,532.48,03:00:00,Season parent newspaper full candidate thank.
516,West Amanda,Port Charles,660.75,04:00:00,Culture like somebody evidence true.
517,Lynchville,Port Cody,763.4,03:00:00,Example building source exactly data.
518,Port Williammouth,Conniebury,334.49,03:00:00,Sing happy authority fight us site break.
519,Huangland,North Michelleland,171.56,01:00:00,Popular crime day small.
520,North Cassidyfort,Ramirezshire,579.67,04:00:00,Oil red space especially feel use rather.
521,Lake Mark,North Robertton,451.27,02:00:00,Onto whether million painting attention computer.
522,Kimberlyberg,Justinborough,645.36,05:00:00,Tend explain manager.
523,Allenburgh,East Anthony,319.98,02:00:00,Enough great measure foreign.
524,Sanchezmouth,New Daniel,611.11,04:00:00,Floor piece court product.
525,New Sabrinaburgh,New Cheryl,924.67,01:00:00,Area minute focus yard call stock.
526,Rubentown,Garrettburgh,365.87,04:00:00,Per ability night soon.
527,Ruizview,West Evelynmouth,659.4,04:00:00,Fast describe including bed.
528,Lindatown,Parkermouth,107.78,04:00:00,Which movement myself figure picture business finish.
529,Lake Deborahfurt,Elizabethside,456.47,03:00:00,There senior rich history my tax well.
530,Karentown,Michelleburgh,621.98,02:00:00,Four early event different stop.
531,West Steven,Mitchellbury,106.57,04:00:00,Town charge that general street to.
532,West Steven,Christopherside,905.47,04:00:00,Stop build instead anyone American.
533,New Erin,Port Billy,238.51,05:00:00,Our early camera.
534,Lisaview,South Kirstenville,785.56,02:00:00,Receive learn research ten.
535,Christopherstad,Kingborough,346.33,04:00:00,Air take itself.
536,North Russellmouth,Kimberlystad,101.35,01:00:00,Family them step those remain today.
